model,profile,structured_output,scenario,raw_output,status,parsed,valid,expected_match,latency_ms
Qwen3.5-4B,Deliberative,False,intruder_healthy_3,"{""reason"":""Intruder_01 is visible and hostile."",""action"":""Chase"",""arg"":""Intruder_01""}",ok,1,1,1,2938.6
Qwen3.5-4B,Deliberative,False,intruder_healthy_4,"{""reason"":""Intruder_02 visible at 5.5m. Health 55% (above 50% threshold). Initiating chase."",""action"":""Chase"",""arg"":""Intruder_02""}",ok,1,1,1,4738.1
Qwen3.5-4B,Deliberative,False,quiet_1,"{""reason"":""No intruders or disturbances detected. Continuing patrol."",""action"":""Patrol"",""arg"":""Route_North""}",ok,1,1,1,2718.7
Qwen3.5-4B,Deliberative,False,quiet_2,"{""reason"":""No intruders or disturbances detected. Continuing scheduled patrol."",""action"":""Patrol"",""arg"":""Route_South""}",ok,1,1,1,2743.4
Qwen3.5-4B,Deliberative,False,quiet_3,"{""reason"":""No intruder visible; continue routine patrol."",""action"":""Patrol"",""arg"":""Route_Perimeter""}",ok,1,1,1,2539.9
Qwen3.5-4B,Deliberative,False,report_warehouse,"{""reason"":""Disturbance reported at Warehouse, no intruder visible."",""action"":""Investigate"",""arg"":""Warehouse""}",ok,1,1,1,2566.0
Qwen3.5-4B,Deliberative,False,report_courtyard,"{""reason"":""Disturbance reported at Courtyard requires investigation."",""action"":""Investigate"",""arg"":""Courtyard""}",ok,1,1,1,2547.4
Qwen3.5-4B,Deliberative,False,report_gate,"{""reason"":""Disturbance reported at Gate, investigate."",""action"":""Investigate"",""arg"":""Gate""}",ok,1,1,1,2300.9
Qwen3.5-4B,Deliberative,False,report_hurt_no_intruder,"{""reason"":""Disturbance reported at Warehouse, no intruder visible."",""action"":""Investigate"",""arg"":""Warehouse""}",ok,1,1,1,2619.0
Qwen3.5-4B,Deliberative,False,report_gate_hurt,"{""reason"":""Disturbance reported at Gate, no intruder visible."",""action"":""Investigate"",""arg"":""Gate""}",ok,1,1,1,2578.8
Qwen3.5-4B,Deliberative,False,hurt_intruder_1,"{""reason"":""Intruder_01 is visible but I am low on health; I must retreat to a safe zone instead of chasing."",""action"":""Retreat"",""arg"":""SafeZone_A""}",ok,1,1,1,4032.0
Qwen3.5-4B,Deliberative,False,hurt_intruder_2,"{""reason"":""Intruder_02 is visible but I am critically low on health (20/100). Per guidelines, I must retreat to a safe zone instead of chasing."",""action"":""Retreat"",""arg"":""SafeZone_A""}",ok,1,1,1,5026.3
Qwen3.5-4B,Deliberative,False,hurt_intruder_3,"{""reason"":""Intruder_01 is visible and I am below half health, so I must retreat to a safe zone instead of chasing."",""action"":""Retreat"",""arg"":""SafeZone_A""}",ok,1,1,1,4119.6
Qwen3.5-4B,Deliberative,False,borderline_healthy,"{""reason"":""Intruder_01 is visible and hostile."",""action"":""Chase"",""arg"":""Intruder_01""}",ok,1,1,1,2917.4
